"","project_name","sys_sample_code","station","date_time","chemical_name","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","sample_date","order","station_type","flow_qual","flow_quant_cfs","load_kg_per_day"
"117","wallkill special study 2017","13walk-60.1_08012017_ws","13-walk-60.1","2017-08-01 09:45:00","TURBIDITY","turb","t",20.2,"ntu",0.06,"ntu",0.1,"","a","",2017-08-01,2,"special_study","baseline",NA,NA
"118","wallkill special study 2018","13-walk-60.1-07112018-w","13-walk-60.1","2018-07-11 08:30:00","ALKALINITY, TOTAL (AS CACO3)","alk","t",146,"mg/l",1,"mg/l",2,"","a","",2018-07-11,2,"special_study","baseline",NA,NA
"119","wallkill special study 2018","13-walk-60.1-07112018-w","13-walk-60.1","2018-07-11 08:30:00","ALUMINUM","7429-90-5","t",397,"ug/l",11.5,"ug/l",50,"","a","",2018-07-11,2,"special_study","baseline",NA,NA
"120","wallkill special study 2018","13-walk-60.1-07112018-w","13-walk-60.1","2018-07-11 08:30:00","ARSENIC","7440-38-2","t",2.1,"ug/l",0.39,"ug/l",1,"","a","",2018-07-11,2,"special_study","baseline",NA,NA
"121","wallkill special study 2018","13-walk-60.1-07112018-w","13-walk-60.1","2018-07-11 08:30:00","CADMIUM","7440-43-9","t",NA,"ug/l",0.064,"ug/l",1,"u","u","analyte was analyzed for but not detected",2018-07-11,2,"special_study","baseline",NA,NA
"122","wallkill special study 2018","13-walk-60.1-07112018-w","13-walk-60.1","2018-07-11 08:30:00","CALCIUM","7440-70-2","t",46600,"ug/l",110,"ug/l",1000,"","a","",2018-07-11,2,"special_study","baseline",NA,NA
"123","wallkill special study 2018","13-walk-60.1-07112018-w","13-walk-60.1","2018-07-11 08:30:00","CHLORIDE (AS CL)","16887-00-6","t",85.1,"mg/l",0.5,"mg/l",8,"","a","",2018-07-11,2,"special_study","baseline",NA,NA
"124","wallkill special study 2018","13-walk-60.1-07112018-w","13-walk-60.1","2018-07-11 08:30:00","CHLOROPHYLL A","479-61-8","t",34.2,"ug/l",NA,"ug/l",1.6,"","a","",2018-07-11,2,"special_study","baseline",NA,NA
"125","wallkill special study 2018","13-walk-60.1-07112018-w","13-walk-60.1","2018-07-11 08:30:00","COPPER","7440-50-8","t",2.3,"ug/l",0.66,"ug/l",1,"","a","",2018-07-11,2,"special_study","baseline",NA,NA
"126","wallkill special study 2018","13-walk-60.1-07112018-w","13-walk-60.1","2018-07-11 08:30:00","HARDNESS (AS CACO3)","hard","t",190,"mg/l",NA,"mg/l",6.62,"","a","",2018-07-11,2,"special_study","baseline",NA,NA
"127","wallkill special study 2018","13-walk-60.1-07112018-w","13-walk-60.1","2018-07-11 08:30:00","IRON","7439-89-6","t",836,"ug/l",13,"ug/l",100,"","a","",2018-07-11,2,"special_study","baseline",NA,NA
"128","wallkill special study 2018","13-walk-60.1-07112018-w","13-walk-60.1","2018-07-11 08:30:00","LEAD","7439-92-1","t",1.2,"ug/l",0.067,"ug/l",1,"","a","",2018-07-11,2,"special_study","baseline",NA,NA
"129","wallkill special study 2018","13-walk-60.1-07112018-w","13-walk-60.1","2018-07-11 08:30:00","MAGNESIUM","7439-95-4","t",17900,"ug/l",29,"ug/l",1000,"","a","",2018-07-11,2,"special_study","baseline",NA,NA
"130","wallkill special study 2018","13-walk-60.1-07112018-w","13-walk-60.1","2018-07-11 08:30:00","NICKEL","7440-02-0","t",1.7,"ug/l",0.26,"ug/l",1,"","a","",2018-07-11,2,"special_study","baseline",NA,NA
"131","wallkill special study 2018","13-walk-60.1-07112018-w","13-walk-60.1","2018-07-11 08:30:00","NITROGEN","kn","t",1.83,"mg/l",NA,"mg/l",0.2,"","a","",2018-07-11,2,"special_study","baseline",NA,NA
"132","wallkill special study 2018","13-walk-60.1-07112018-w","13-walk-60.1","2018-07-11 08:30:00","NITROGEN, KJELDAHL, TOTAL","kn","t",0.78,"mg/l",0.08,"mg/l",0.2,"","a","",2018-07-11,2,"special_study","baseline",NA,NA
"133","wallkill special study 2018","13-walk-60.1-07112018-w","13-walk-60.1","2018-07-11 08:30:00","NITROGEN, NITRATE (AS N)","14797-55-8","t",1.03,"mg/l",NA,"mg/l",0.01,"","a","",2018-07-11,2,"special_study","baseline",NA,NA
"134","wallkill special study 2018","13-walk-60.1-07112018-w","13-walk-60.1","2018-07-11 08:30:00","NITROGEN, NITRITE","14797-65-0","t",0.018,"mg/l",0.007,"mg/l",0.01,"","a","",2018-07-11,2,"special_study","baseline",NA,NA
"135","wallkill special study 2018","13-walk-60.1-07112018-w","13-walk-60.1","2018-07-11 08:30:00","PHOSPHORUS, TOTAL (AS P)","7723-14-0","t",0.091,"mg/l",0.01,"mg/l",0.025,"","a","",2018-07-11,2,"special_study","baseline",NA,NA
"136","wallkill special study 2018","13-walk-60.1-07112018-w","13-walk-60.1","2018-07-11 08:30:00","SILVER","7440-22-4","t",NA,"ug/l",0.039,"ug/l",1,"u","u","analyte was analyzed for but not detected",2018-07-11,2,"special_study","baseline",NA,NA
"137","wallkill special study 2018","13-walk-60.1-07112018-w","13-walk-60.1","2018-07-11 08:30:00","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","tds","t",336,"mg/l",4,"mg/l",10,"","a","",2018-07-11,2,"special_study","baseline",NA,NA
"138","wallkill special study 2018","13-walk-60.1-07112018-w","13-walk-60.1","2018-07-11 08:30:00","TURBIDITY","turb","t",19.8,"ntu",0.06,"ntu",0.1,"","a","",2018-07-11,2,"special_study","baseline",NA,NA
"139","wallkill special study 2018","13-walk-60.1-07112018-w","13-walk-60.1","2018-07-11 08:30:00","ZINC","7440-66-6","t",13.4,"ug/l",2.5,"ug/l",5,"","a","",2018-07-11,2,"special_study","baseline",NA,NA
"140","wallkill special study 2018","13-walk-60.1-07242018-ws","13-walk-60.1","2018-07-24 14:45:00","ALKALINITY, TOTAL (AS CACO3)","alk","t",86.8,"mg/l",1,"mg/l",2,"","a","",2018-07-24,2,"special_study","event",NA,NA
"141","wallkill special study 2018","13-walk-60.1-07242018-ws","13-walk-60.1","2018-07-24 14:45:00","ALUMINUM","7429-90-5","t",464,"ug/l",23,"ug/l",100,"","a","",2018-07-24,2,"special_study","event",NA,NA
"142","wallkill special study 2018","13-walk-60.1-07242018-ws","13-walk-60.1","2018-07-24 14:45:00","ARSENIC","7440-38-2","t",1.5,"ug/l",0.39,"ug/l",1,"","a","",2018-07-24,2,"special_study","event",NA,NA
"143","wallkill special study 2018","13-walk-60.1-07242018-ws","13-walk-60.1","2018-07-24 14:45:00","CADMIUM","7440-43-9","t",NA,"ug/l",0.064,"ug/l",1,"u","u","analyte was analyzed for but not detected",2018-07-24,2,"special_study","event",NA,NA
"144","wallkill special study 2018","13-walk-60.1-07242018-ws","13-walk-60.1","2018-07-24 14:45:00","CALCIUM","7440-70-2","t",28400,"ug/l",110,"ug/l",1000,"","a","",2018-07-24,2,"special_study","event",NA,NA
"145","wallkill special study 2018","13-walk-60.1-07242018-ws","13-walk-60.1","2018-07-24 14:45:00","CHLORIDE (AS CL)","16887-00-6","t",64.3,"mg/l",0.2,"mg/l",2,"","a","",2018-07-24,2,"special_study","event",NA,NA
"146","wallkill special study 2018","13-walk-60.1-07242018-ws","13-walk-60.1","2018-07-24 14:45:00","CHLOROPHYLL A","479-61-8","t",13.9,"ug/l",NA,"ug/l",1.1,"","a","",2018-07-24,2,"special_study","event",NA,NA
"147","wallkill special study 2018","13-walk-60.1-07242018-ws","13-walk-60.1","2018-07-24 14:45:00","COPPER","7440-50-8","t",3.1,"ug/l",0.66,"ug/l",1,"","a","",2018-07-24,2,"special_study","event",NA,NA
"148","wallkill special study 2018","13-walk-60.1-07242018-ws","13-walk-60.1","2018-07-24 14:45:00","HARDNESS (AS CACO3)","hard","t",106,"mg/l",NA,"mg/l",6.62,"","a","",2018-07-24,2,"special_study","event",NA,NA
"149","wallkill special study 2018","13-walk-60.1-07242018-ws","13-walk-60.1","2018-07-24 14:45:00","LEAD","7439-92-1","t",1.3,"ug/l",0.067,"ug/l",1,"","a","",2018-07-24,2,"special_study","event",NA,NA
"150","wallkill special study 2018","13-walk-60.1-07242018-ws","13-walk-60.1","2018-07-24 14:45:00","MAGNESIUM","7439-95-4","t",8460,"ug/l",29,"ug/l",1000,"","a","",2018-07-24,2,"special_study","event",NA,NA
"151","wallkill special study 2018","13-walk-60.1-07242018-ws","13-walk-60.1","2018-07-24 14:45:00","NICKEL","7440-02-0","t",1.4,"ug/l",0.26,"ug/l",1,"","a","",2018-07-24,2,"special_study","event",NA,NA
"152","wallkill special study 2018","13-walk-60.1-07242018-ws","13-walk-60.1","2018-07-24 14:45:00","NITRATE+NITRITE AS NITROGEN","no3no2n","t",0.521,"mg/l",7e-04,"mg/l",0.002,"","a","",2018-07-24,2,"special_study","event",NA,NA
"153","wallkill special study 2018","13-walk-60.1-07242018-ws","13-walk-60.1","2018-07-24 14:45:00","NITROGEN","kn","t",1.59,"mg/l",NA,"mg/l",0.2,"","a","",2018-07-24,2,"special_study","event",NA,NA
"154","wallkill special study 2018","13-walk-60.1-07242018-ws","13-walk-60.1","2018-07-24 14:45:00","NITROGEN, KJELDAHL, TOTAL","kn","t",1.07,"mg/l",0.08,"mg/l",0.2,"","a","",2018-07-24,2,"special_study","event",NA,NA
"155","wallkill special study 2018","13-walk-60.1-07242018-ws","13-walk-60.1","2018-07-24 14:45:00","NITROGEN, NITRATE (AS N)","14797-55-8","t",0.521,"mg/l",NA,"mg/l",0.01,"","a","",2018-07-24,2,"special_study","event",NA,NA
"156","wallkill special study 2018","13-walk-60.1-07242018-ws","13-walk-60.1","2018-07-24 14:45:00","NITROGEN, NITRITE","14797-65-0","t",NA,"mg/l",0.007,"mg/l",0.01,"u","u","analyte was analyzed for but not detected",2018-07-24,2,"special_study","event",NA,NA
"157","wallkill special study 2018","13-walk-60.1-07242018-ws","13-walk-60.1","2018-07-24 14:45:00","PHOSPHORUS, TOTAL (AS P)","7723-14-0","t",0.0997,"mg/l",0.002,"mg/l",0.005,"","a","",2018-07-24,2,"special_study","event",NA,NA
"158","wallkill special study 2018","13-walk-60.1-07242018-ws","13-walk-60.1","2018-07-24 14:45:00","SILVER","7440-22-4","t",NA,"ug/l",0.039,"ug/l",1,"u","u","analyte was analyzed for but not detected",2018-07-24,2,"special_study","event",NA,NA
"159","wallkill special study 2018","13-walk-60.1-07242018-ws","13-walk-60.1","2018-07-24 14:45:00","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","tds","t",226,"mg/l",4,"mg/l",10,"","a","",2018-07-24,2,"special_study","event",NA,NA
"160","wallkill special study 2018","13-walk-60.1-07242018-ws","13-walk-60.1","2018-07-24 14:45:00","TURBIDITY","turb","t",15.1,"ntu",0.06,"ntu",0.1,"","a","",2018-07-24,2,"special_study","event",NA,NA
"161","wallkill special study 2018","13-walk-60.1-07242018-ws","13-walk-60.1","2018-07-24 14:45:00","ZINC","7440-66-6","t",19.6,"ug/l",2.5,"ug/l",5,"","a","",2018-07-24,2,"special_study","event",NA,NA
"162","wallkill special study 2018","13-walk-60.1-081618-ws","13-walk-60.1","2018-08-16 10:30:00","ALKALINITY, TOTAL (AS CACO3)","alk","t",81.6,"mg/l",1,"mg/l",2,"","a","",2018-08-16,2,"special_study","event",NA,NA
"163","wallkill special study 2018","13-walk-60.1-081618-ws","13-walk-60.1","2018-08-16 10:30:00","ALUMINUM","7429-90-5","t",289,"ug/l",11.5,"ug/l",50,"","a","",2018-08-16,2,"special_study","event",NA,NA
"164","wallkill special study 2018","13-walk-60.1-081618-ws","13-walk-60.1","2018-08-16 10:30:00","ARSENIC","7440-38-2","t",1.7,"ug/l",0.39,"ug/l",1,"","a","",2018-08-16,2,"special_study","event",NA,NA
"165","wallkill special study 2018","13-walk-60.1-081618-ws","13-walk-60.1","2018-08-16 10:30:00","CADMIUM","7440-43-9","t",NA,"ug/l",0.064,"ug/l",1,"u","u","analyte was analyzed for but not detected",2018-08-16,2,"special_study","event",NA,NA
"166","wallkill special study 2018","13-walk-60.1-081618-ws","13-walk-60.1","2018-08-16 10:30:00","CALCIUM","7440-70-2","t",26300,"ug/l",110,"ug/l",1000,"","a","",2018-08-16,2,"special_study","event",NA,NA
"167","wallkill special study 2018","13-walk-60.1-081618-ws","13-walk-60.1","2018-08-16 10:30:00","CHLORIDE (AS CL)","16887-00-6","t",40.6,"mg/l",0.2,"mg/l",2,"","a","",2018-08-16,2,"special_study","event",NA,NA
"168","wallkill special study 2018","13-walk-60.1-081618-ws","13-walk-60.1","2018-08-16 10:30:00","CHLOROPHYLL A","479-61-8","t",1.42,"ug/l",NA,"ug/l",0.08,"","a","",2018-08-16,2,"special_study","event",NA,NA
"169","wallkill special study 2018","13-walk-60.1-081618-ws","13-walk-60.1","2018-08-16 10:30:00","COPPER","7440-50-8","t",2.4,"ug/l",0.66,"ug/l",1,"","a","",2018-08-16,2,"special_study","event",NA,NA
"170","wallkill special study 2018","13-walk-60.1-081618-ws","13-walk-60.1","2018-08-16 10:30:00","HARDNESS (AS CACO3)","hard","t",95,"mg/l",NA,"mg/l",6.62,"","a","",2018-08-16,2,"special_study","event",NA,NA
"171","wallkill special study 2018","13-walk-60.1-081618-ws","13-walk-60.1","2018-08-16 10:30:00","IRON","7439-89-6","t",992,"ug/l",13,"ug/l",100,"","a","",2018-08-16,2,"special_study","event",NA,NA
"172","wallkill special study 2018","13-walk-60.1-081618-ws","13-walk-60.1","2018-08-16 10:30:00","LEAD","7439-92-1","t",0.88,"ug/l",0.067,"ug/l",1,"j","j","estimated value due to lab error",2018-08-16,2,"special_study","event",NA,NA
"173","wallkill special study 2018","13-walk-60.1-081618-ws","13-walk-60.1","2018-08-16 10:30:00","MAGNESIUM","7439-95-4","t",7100,"ug/l",29,"ug/l",1000,"","a","",2018-08-16,2,"special_study","event",NA,NA
"174","wallkill special study 2018","13-walk-60.1-081618-ws","13-walk-60.1","2018-08-16 10:30:00","NICKEL","7440-02-0","t",1.4,"ug/l",0.26,"ug/l",1,"","a","",2018-08-16,2,"special_study","event",NA,NA
"175","wallkill special study 2018","13-walk-60.1-081618-ws","13-walk-60.1","2018-08-16 10:30:00","NITRATE+NITRITE AS NITROGEN","no3no2n","t",0.192,"mg/l",7e-04,"mg/l",0.002,"","a","",2018-08-16,2,"special_study","event",NA,NA
"176","wallkill special study 2018","13-walk-60.1-081618-ws","13-walk-60.1","2018-08-16 10:30:00","NITROGEN","kn","t",0.93,"mg/l",NA,"mg/l",0.2,"","a","",2018-08-16,2,"special_study","event",NA,NA
"177","wallkill special study 2018","13-walk-60.1-081618-ws","13-walk-60.1","2018-08-16 10:30:00","NITROGEN, AMMONIA (AS N)","7664-41-7","t",0.0357,"mg/l",8e-04,"mg/l",0.005,"","a","",2018-08-16,2,"special_study","event",NA,NA
"178","wallkill special study 2018","13-walk-60.1-081618-ws","13-walk-60.1","2018-08-16 10:30:00","NITROGEN, KJELDAHL, TOTAL","kn","t",0.74,"mg/l",0.08,"mg/l",0.2,"","a","",2018-08-16,2,"special_study","event",NA,NA
"179","wallkill special study 2018","13-walk-60.1-081618-ws","13-walk-60.1","2018-08-16 10:30:00","NITROGEN, NITRATE (AS N)","14797-55-8","t",0.192,"mg/l",NA,"mg/l",0.01,"","a","",2018-08-16,2,"special_study","event",NA,NA
"180","wallkill special study 2018","13-walk-60.1-081618-ws","13-walk-60.1","2018-08-16 10:30:00","NITROGEN, NITRITE","14797-65-0","t",NA,"mg/l",0.007,"mg/l",0.01,"u","u","analyte was analyzed for but not detected",2018-08-16,2,"special_study","event",NA,NA
"181","wallkill special study 2018","13-walk-60.1-081618-ws","13-walk-60.1","2018-08-16 10:30:00","PHOSPHORUS, TOTAL (AS P)","7723-14-0","t",0.115,"mg/l",0.01,"mg/l",0.025,"","a","",2018-08-16,2,"special_study","event",NA,NA
"182","wallkill special study 2018","13-walk-60.1-081618-ws","13-walk-60.1","2018-08-16 10:30:00","SILVER","7440-22-4","t",0.051,"ug/l",0.039,"ug/l",1,"j","j","estimated value due to lab error",2018-08-16,2,"special_study","event",NA,NA
"183","wallkill special study 2018","13-walk-60.1-081618-ws","13-walk-60.1","2018-08-16 10:30:00","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","tds","t",193,"mg/l",4,"mg/l",10,"","a","",2018-08-16,2,"special_study","event",NA,NA
"184","wallkill special study 2018","13-walk-60.1-081618-ws","13-walk-60.1","2018-08-16 10:30:00","TURBIDITY","turb","t",6.98,"ntu",0.06,"ntu",0.1,"","a","",2018-08-16,2,"special_study","event",NA,NA
"185","wallkill special study 2018","13-walk-60.1-081618-ws","13-walk-60.1","2018-08-16 10:30:00","ZINC","7440-66-6","t",13.1,"ug/l",2.5,"ug/l",5,"","a","",2018-08-16,2,"special_study","event",NA,NA
"186","wallkill special study 2018","13-walk-60.1-09052018-w","13-walk-60.1","2018-09-05 14:30:00","ALKALINITY, TOTAL (AS CACO3)","alk","t",150,"mg/l",1,"mg/l",2,"","a","",2018-09-05,2,"special_study","baseline",NA,NA
"187","wallkill special study 2018","13-walk-60.1-09052018-w","13-walk-60.1","2018-09-05 14:30:00","ALUMINUM","7429-90-5","t",244,"ug/l",23,"ug/l",100,"","a","",2018-09-05,2,"special_study","baseline",NA,NA
"188","wallkill special study 2018","13-walk-60.1-09052018-w","13-walk-60.1","2018-09-05 14:30:00","ARSENIC","7440-38-2","t",1.9,"ug/l",0.39,"ug/l",1,"","a","",2018-09-05,2,"special_study","baseline",NA,NA
"189","wallkill special study 2018","13-walk-60.1-09052018-w","13-walk-60.1","2018-09-05 14:30:00","CADMIUM","7440-43-9","t",NA,"ug/l",0.064,"ug/l",1,"u","u","analyte was analyzed for but not detected",2018-09-05,2,"special_study","baseline",NA,NA
"190","wallkill special study 2018","13-walk-60.1-09052018-w","13-walk-60.1","2018-09-05 14:30:00","CALCIUM","7440-70-2","t",47400,"ug/l",110,"ug/l",1000,"e","j","estimated value due to lab error",2018-09-05,2,"special_study","baseline",NA,NA
"191","wallkill special study 2018","13-walk-60.1-09052018-w","13-walk-60.1","2018-09-05 14:30:00","CHLOROPHYLL A","479-61-8","t",5.03,"ug/l",NA,"ug/l",0.16,"","a","",2018-09-05,2,"special_study","baseline",NA,NA
"192","wallkill special study 2018","13-walk-60.1-09052018-w","13-walk-60.1","2018-09-05 14:30:00","COPPER","7440-50-8","t",2.6,"ug/l",0.66,"ug/l",1,"","a","",2018-09-05,2,"special_study","baseline",NA,NA
"193","wallkill special study 2018","13-walk-60.1-09052018-w","13-walk-60.1","2018-09-05 14:30:00","HARDNESS (AS CACO3)","hard","t",187,"mg/l",NA,"mg/l",6.62,"","a","",2018-09-05,2,"special_study","baseline",NA,NA
"194","wallkill special study 2018","13-walk-60.1-09052018-w","13-walk-60.1","2018-09-05 14:30:00","IRON","7439-89-6","t",910,"ug/l",13,"ug/l",100,"","a","",2018-09-05,2,"special_study","baseline",NA,NA
"195","wallkill special study 2018","13-walk-60.1-09052018-w","13-walk-60.1","2018-09-05 14:30:00","LEAD","7439-92-1","t",0.8,"ug/l",0.067,"ug/l",1,"j","j","estimated value due to lab error",2018-09-05,2,"special_study","baseline",NA,NA
"196","wallkill special study 2018","13-walk-60.1-09052018-w","13-walk-60.1","2018-09-05 14:30:00","MAGNESIUM","7439-95-4","t",16700,"ug/l",29,"ug/l",1000,"","a","",2018-09-05,2,"special_study","baseline",NA,NA
"197","wallkill special study 2018","13-walk-60.1-09052018-w","13-walk-60.1","2018-09-05 14:30:00","NICKEL","7440-02-0","t",2,"ug/l",0.26,"ug/l",1,"","a","",2018-09-05,2,"special_study","baseline",NA,NA
"198","wallkill special study 2018","13-walk-60.1-09052018-w","13-walk-60.1","2018-09-05 14:30:00","NITRATE+NITRITE AS NITROGEN","no3no2n","t",0.856,"mg/l",7e-04,"mg/l",0.002,"","a","",2018-09-05,2,"special_study","baseline",NA,NA
"199","wallkill special study 2018","13-walk-60.1-09052018-w","13-walk-60.1","2018-09-05 14:30:00","NITROGEN","kn","t",1.4,"mg/l",NA,"mg/l",0.1,"","a","",2018-09-05,2,"special_study","baseline",NA,NA
"200","wallkill special study 2018","13-walk-60.1-09052018-w","13-walk-60.1","2018-09-05 14:30:00","NITROGEN, AMMONIA (AS N)","7664-41-7","t",0.0281,"mg/l",8e-04,"mg/l",0.005,"","a","",2018-09-05,2,"special_study","baseline",NA,NA
"201","wallkill special study 2018","13-walk-60.1-09052018-w","13-walk-60.1","2018-09-05 14:30:00","NITROGEN, KJELDAHL, TOTAL","kn","t",0.55,"mg/l",0.08,"mg/l",0.1,"","t","",2018-09-05,2,"special_study","baseline",NA,NA
"202","wallkill special study 2018","13-walk-60.1-09052018-w","13-walk-60.1","2018-09-05 14:30:00","NITROGEN, NITRATE (AS N)","14797-55-8","t",0.856,"mg/l",NA,"mg/l",0.01,"","a","",2018-09-05,2,"special_study","baseline",NA,NA
"203","wallkill special study 2018","13-walk-60.1-09052018-w","13-walk-60.1","2018-09-05 14:30:00","NITROGEN, NITRITE","14797-65-0","t",NA,"mg/l",0.007,"mg/l",0.01,"u","u","analyte was analyzed for but not detected",2018-09-05,2,"special_study","baseline",NA,NA
"204","wallkill special study 2018","13-walk-60.1-09052018-w","13-walk-60.1","2018-09-05 14:30:00","PHOSPHORUS, TOTAL (AS P)","7723-14-0","t",0.0586,"mg/l",0.002,"mg/l",0.005,"","a","",2018-09-05,2,"special_study","baseline",NA,NA
"205","wallkill special study 2018","13-walk-60.1-09052018-w","13-walk-60.1","2018-09-05 14:30:00","SILVER","7440-22-4","t",NA,"ug/l",0.039,"ug/l",1,"u","u","analyte was analyzed for but not detected",2018-09-05,2,"special_study","baseline",NA,NA
"206","wallkill special study 2018","13-walk-60.1-09052018-w","13-walk-60.1","2018-09-05 14:30:00","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)","tds","t",321,"mg/l",4,"mg/l",10,"","a","",2018-09-05,2,"special_study","baseline",NA,NA
"207","wallkill special study 2018","13-walk-60.1-09052018-w","13-walk-60.1","2018-09-05 14:30:00","TURBIDITY","turb","t",9.78,"ntu",0.06,"ntu",0.1,"","a","",2018-09-05,2,"special_study","baseline",NA,NA
"208","wallkill special study 2018","13-walk-60.1-09052018-w","13-walk-60.1","2018-09-05 14:30:00","ZINC","7440-66-6","t",17.3,"ug/l",2.5,"ug/l",5,"","a","",2018-09-05,2,"special_study","baseline",NA,NA
"209","wallkill special study 2018","13-walk-60.1-10032018-w","13-walk-60.1","2018-10-03 13:30:00","ALKALINITY, TOTAL (AS CACO3)","alk","t",61.2,"mg/l",1,"mg/l",2,"","a","",2018-10-03,2,"special_study","event",NA,NA
